name,model,version,year,km,city,province,price
Lada,niva,ventura,2004,223212 km,Quito | ,Pichincha,u$s5.000
Mazda,3 Hatchback,2.0L,2007,145000 km,Guayaquil | ,Guayas,u$s4.800
Peugeot,508,1.6 Turbo,1978,100000 km,Quito | ,Pichincha,u$s4.500
Peugeot,206,1.6 XS,2006,166000 km,Las Naves | ,Bolivar,u$s4.400
Toyota,Rav4,2.0L 4x2 T/A,2019,5400 km,Quito | ,Pichincha,u$s32.500
Toyota,Yaris,"(Linea Sol) L4,1.3i,16v A 2 1",2001,113000 km,Pueblo Viejo | ,Los Rios,u$s1.800
Alfa Romeo,146,"Twin Spark Tapiceria De Cuero L4,2.0i,16v S 2 1",1966,184000 km,Mira | ,Carchi,u$s1.500
Citroën,C3,1.6L HDI Turbo Shine,2018,20200 km,Quito | ,Pichincha,u$s18.500
Chery,QQ311,1.1,2013,300000 km,Guayaquil | ,Guayas,u$s5.200
Chevrolet,Trailblazer,2.8L LTZ Aut,2003,221000 km,Quito | ,Pichincha,u$s8.500
Dodge,Journey,3.6L SXT 4x2 2 Filas,2012,145000 km,Guayaquil | ,Guayas,u$s15.000
Ford,Escape,2.5L S 4x2 FWD,2019,12900 km,Daule | ,Guayas,u$s32.000
Ford,Edge,SE,2013,134000 km,Guayaquil | ,Guayas,u$s21.000
Nissan,Sentra,Sentra Aut,1995,379000 km,Guayaquil | ,Guayas,u$s5.000
Renault,Duster,1.6L Expression 4x2,2014,120000 km,Quito | ,Pichincha,u$s15.000
Renault,Stepway,1.6L,2019,31500 km,Guayaquil | ,Guayas,u$s14.500
Renault,Mègane,"Classic L4,1.6i,16v A 2 1",2006,187000 km,Chilla | ,El Oro,u$s3.800
Renault,Sandero,1.6L Dynamique Aut,2011,262000 km,Quito | ,Pichincha,u$s7.800
Kia,Picanto,1.2L,2018,16200 km,Quito | ,Pichincha,u$s12.300
Peugeot,206,1.6 XS,2006,196000 km,Guayaquil | ,Guayas,u$s6.400
Toyota,Land Cruiser Prado,4.0L VX 5P AWD,2008,225000 km,Quito | ,Pichincha,u$s18.500
Toyota,Prius 4G,1.8L,2018,15000 km,Cuenca | ,Azuay,u$s24.500
FIAT,iava,motor 1.3,2009,145000 km,Paute | ,Azuay,u$s5.400
Shineray,X30 Cargo,1.3L,2019,7500 km,Guayaquil | ,Guayas,u$s11.000
Chevrolet,Grand Vitara,3P 1.6L 4x4,2015,52378 km,Guayaquil | ,Guayas,u$s19.800
Chevrolet,D-Max,3.0L CD 4x4 Full,2012,300000 km, Santa Elena | ,Santa Elena,u$s21.000
Chevrolet,Sail Sedán,1.5L A/C,2018,61000 km,Quito | ,Pichincha,u$s17.000
Chevrolet,Spark GT,1.2L Full,2016,37000 km,Quito | ,Pichincha,u$s10.000
Chevrolet,Grand Vitara,SZ 2.0L 4x2,2010,150000 km,Mejia | ,Pichincha,u$s14.500
Chevrolet,Tracker,LS,2014,219000 km,Guayaquil | ,Guayas,u$s13.000
Chevrolet,Beat,1.2L Premier,2019,38000 km,Quito | ,Pichincha,u$s13.000
Ford,Escape,S,2011,93500 km,Guayaquil | ,Guayas,u$s16.200
Hyundai,Ioniq Híbrido,1.6L Hybrid,2017,47000 km,Babahoyo | ,Los Rios,u$s20.500
Hyundai,H1,2.5L 12 Pas,2014,179000 km,Guayaquil | ,Guayas,u$s25.000
Jeep,Compass,2.4L 4x2 Aut,2015,114000 km,Quito | ,Pichincha,u$s26.500
Renault,Stepway,1.6L,2019,8000 km,Quito | ,Pichincha,u$s17.500
Kia,Rio,"Version Sin Siglas L4,1.5i,16v A 2 1",2018,40000 km,Quito | ,Pichincha,u$s16.000
Mazda,CX-5,2.0L 4x2 Aut,2015,80000 km,Quito | ,Pichincha,u$s24.000
Peugeot,5008,1.6L Allure Aut,2018,24000 km,Las Naves | ,Bolivar,u$s30.000
Toyota,Yaris,1.5L Aut,2008,149000 km,Bolivar | ,Carchi,u$s2.300
Toyota,Land Cruiser Prado,4.0L VX,2004,176500 km,Guayaquil | ,Guayas,u$s5.500
Toyota,Hilux,2.7L 4x2 CD,2018,87700 km,Guayaquil | ,Guayas,u$s31.500
Toyota,Hilux,2.4L 4x4 CD Diesel,2009,163000 km,Caluma | ,Bolivar,u$s14.500
Soueast,DX3,1.5L,2019,8000 km,Mejia | ,Pichincha,u$s17.000
Soueast,DX3,1.5L,2018,80000 km,Ambato | ,Tungurahua,u$s16.300
BMW,X3,M40i,2006,158000 km,Samborondon | ,Guayas,u$s18.000
Chevrolet,Trailblazer,2.8L LTZ Aut,2003,233155 km,Santo Domingo De Los Tsáchilas | ,Santo Domingo de los Tsáchilas,u$s9.500
Chevrolet,Sail Hatchback,1.4L Ac,2014,60000 km,Guayaquil | ,Guayas,u$s10.000
Chevrolet,Spark GT,1.2L LT,2016,85600 km,Quito | ,Pichincha,u$s10.800
Chevrolet,Aveo Family,Taxi,2017,119000 km,Quito | ,Pichincha,u$s10.500
Chevrolet,Chevette,"Sl Ranchera L4,1.6,8v S 1 1",1981,60000 km, Guachapala | ,Azuay,u$s30.000
Chevrolet,Sail Sedán,1.4L Ac,2014,96000 km,Manta | ,Manabí,u$s11.200
Chevrolet,Sail Sedán,1.5L STD,2019,76452 km,Guayaquil | ,Guayas,u$s14.800
Ford,F150,FX4 4x2 Cabina Doble,2011,157149 km, Milagro | ,Guayas,u$s20.000
Hyundai,Tucson,2.0L Full TM,2009,151000 km,Chambo | ,Chimborazo,u$s9.300
Volkswagen,Jetta,2.0L Trendline,2011,72000 km,Guayaquil | ,Guayas,u$s11.500
Renault,Logan,Familier,2011,228895 km,Guayaquil | ,Guayas,u$s7.500
Kia,Sportage GT,R 4x2 GSL Aut,2019,28500 km,Guayaquil | ,Guayas,u$s30.000
Kia,Picanto,1.2L,2012,81000 km, Guachapala | ,Azuay,u$s7.500
Mazda,626,GLX,2002,164569 km,Quito | ,Pichincha,u$s10.500
Toyota,Land Cruiser 200,4.6L 4x4,2016,16528 km, Guachapala | ,Azuay,u$s15.000
Great Wall,H5,Full,2012,280000 km,Daule | ,Guayas,u$s13.500
Chevrolet,Grand Vitara,3P Sport 4x4,2010,130000 km,Cuenca | ,Azuay,u$s16.089
Chevrolet,Corsa Hatchback,5P 1.4L,2003,300000 km,Chone | ,Manabí,u$s4.900
Chevrolet,Aveo Emotion,1.6L GLS,2008,144000 km,Santiago | ,Morona Santiago,u$s4.800
Chevrolet,Aveo Family,1.5L Ac,2014,400000 km,Guayaquil | ,Guayas,u$s9.000
Chevrolet,Grand Vitara,3P 1.6L 4x4,2008,193600 km,Quito | ,Pichincha,u$s11.000
Chevrolet,Sail Sedán,Std,2013,235000 km,Guayaquil | ,Guayas,u$s8.500
Chevrolet,Cruze,1.8L AT Sedán,2012,95000 km,Santo Domingo De Los Tsáchilas | ,Santo Domingo de los Tsáchilas,u$s7.000
Chevrolet,Captiva,LT MT,2020,22000 km,Quito | ,Pichincha,u$s24.000
Chevrolet,Trooper,3P 4X4 TM AA,1990,340000 km,Guayaquil | ,Guayas,u$s4.300
Dodge,Durango,4x4 Aut,1999,100200 km,Guayaquil | ,Guayas,u$s16.500
Hyundai,i10,1.2 Ac,2009,115000 km,Quito | ,Pichincha,u$s7.000
Hyundai,Santa Fe,2.4L 2x4 7P Aut,2011,260000 km,Guayaquil | ,Guayas,u$s15.800
Volkswagen,Gol,1.600 . 4 P,2009,200000 km,Quito | ,Pichincha,u$s8.900
Renault,Duster,1.6L Expression 4x2,2013,130000 km, Santa Elena | ,Santa Elena,u$s12.500
Mercedes Benz,Clase C Sedán,200,2008,91000 km,Machala | ,El Oro,u$s8.000
Kia,Picanto,1.0L,2019,5500 km,Quito | ,Pichincha,u$s12.500
Kia,Rio,1.4L,2019,43000 km,Esmeraldas | ,Esmeraldas,u$s17.000
Mazda,BT-50,2.5L Td DC 4x2,2010,225000 km,Guayaquil | ,Guayas,u$s13.800
Toyota,Land Cruiser Prado,"Chasis L6,4.0 S 1 3",2006,218500 km,Loja | ,Loja,u$s4.000
Toyota,Yaris,"(Linea Sol) L4,1.3i,16v S 2 1",2003,154000 km,Loja | ,Loja,u$s2.000
Toyota,Prius C ,Sport,2019,60000 km,Guayaquil | ,Guayas,u$s18.000
Toyota,Fortuner,2.7L 4x4  Aut,2019,11000 km,Quito | ,Pichincha,u$s48.500
Toyota,Corolla,XLi 1.6,2010,173000 km,Guayaquil | ,Guayas,u$s11.900
Chevrolet,Esteem ,GLx 1.6i,2004,32800 km,Portoviejo | ,Manabí,u$s7.000
Chevrolet,Optra,GT hatchback,2007,230000 km,Quito | ,Pichincha,u$s8.000
Chevrolet,Grand Vitara,SZ 2.0L 4x2,2019,14000 km,Latacunga | ,Cotopaxi,u$s22.000
Chevrolet,Grand Vitara,SZ 2.0L 4x2,2015,70000 km,Quito | ,Pichincha,u$s16.000
Chevrolet,C10,"Big 10 Pick-up L6,4.9,12v A-S1 3",1975,89000 km,Machala | ,El Oro,u$s4.000
Dodge,Durango,SXT,2018,89000 km,Portoviejo | ,Manabí,u$s25.000
Hyundai,Tucson,2.0L Advance TA 4x2,2007,202000 km,Quito | ,Pichincha,u$s11.000
Hyundai,Sonata,FX Full,2016,49000 km,Santa Rosa | ,El Oro,u$s8.500
Hyundai,Santa Fe,2.4L Full Aut,2004,240 km,Santo Domingo De Los Tsáchilas | ,Santo Domingo de los Tsáchilas,u$s11.500
Nissan,March,Active,2012,196000 km,Guayaquil | ,Guayas,u$s12.000
Nissan,Versa,1.6L Advance,2014,116000 km,Guayaquil | ,Guayas,u$s14.000
Volkswagen,Polo,1.6L Comfortline,2004,245000 km,Ibarra | ,Imbabura,u$s6.500
Volkswagen,Golf,Comfortline,2006,216272 km,Quito | ,Pichincha,u$s8.250
Volkswagen,Jetta,2.0L Aut,2017,32000 km,Guayaquil | ,Guayas,u$s19.000
Renault,Logan,1.6L Dynamique,2012,205000 km,Tena | ,Napo,u$s9.000
Renault,Duster,Dynamique 2.0L 4x2  Aut,2013,125650 km,Guayaquil | ,Guayas,u$s12.500
Kia,Rio,1.4L,2018,42500 km,Guayaquil | ,Guayas,u$s16.500
Toyota,Hilux,4x4 CD SR,2012,90065 km,Loja | ,Loja,u$s5.900
Chevrolet,Luv,CD V6 4X4 3.2 AC,2003,392000 km,Ibarra | ,Imbabura,u$s10.400
Chevrolet,Spark GT,1.2L Full,2019,23000 km,Quito | ,Pichincha,u$s12.700
Chevrolet,Aveo Emotion,1.6L GLS,2008,180000 km,Babahoyo | ,Los Rios,u$s5.600
Chevrolet,Sail Sedán,1.4L Ac,2014,190000 km, Sucre | ,Manabí,u$s10.500
Chevrolet,D-Max,3.0L CD 4x2 CRDi,2016,110000 km,Guayaquil | ,Guayas,u$s23.500
Chevrolet,Forsa,Li,1999,200000 km,Quevedo | ,Los Rios,u$s58.000
Ford,Ecosport,2.0L XLT 4x2,2005,287000 km,Cuenca | ,Azuay,u$s10.250
Ford,Escape,S,2010,210000 km,Samborondon | ,Guayas,u$s15.500
Ford,Explorer,XLT 4x4 t-a,1998,401000 km,Guayaquil | ,Guayas,u$s6.200
Mitsubishi,Montero Sport,4x4,1998,240000 km,Quevedo | ,Los Rios,u$s10.800
Volkswagen,Gol,1.6 GTI,2014,67000 km,Guayaquil | ,Guayas,u$s13.500
Kia,Sportage R,R 2.0L 4x2 GSL Aut,2013,136600 km,Guayaquil | ,Guayas,u$s19.800
Kia,Rio,"Version Sin Siglas L4,1.5i,16v A 2 1",2013,182000 km,Quito | ,Pichincha,u$s9.800
Mazda,CX-3,2.0L Touring AT,2018,260000 km,Quito | ,Pichincha,u$s28.500
Mazda,BT-50,2.5L Td DC 4x2,2016,130000 km,Naranjal | ,Guayas,u$s17.000
Suzuki,Super-carry,"Van Pasajeros L3,1.0 S 1 1",1995,350000 km,Guayaquil | ,Guayas,u$s3.500
Toyota,Hilux,4x4 CD Diesel,2016,15000 km,Mocache | ,Los Rios,u$s8.500
Toyota,Land Cruiser Prado,"Chasis Largol6,4.0 S 1 2",2006,218500 km,San Cristobal | ,Galápagos,u$s4.000
Toyota,Hilux,4x4 CD,2012,97000 km,Gualaquiza | ,Morona Santiago,u$s5.400
Toyota,Corolla,XLi 1.6,2009,156000 km, Macara | ,Loja,u$s3.500
Citroën,Berlingo Van,1.6L HDi L,2008,120000 km,Ambato | ,Tungurahua,u$s2.500
