name,model,version,year,km,city,province,price
Chevrolet,Aveo Emotion,1.6L GLS,2017,71000 km,Latacunga | ,Cotopaxi,u$s14.200
Chevrolet,Sail Hatchback,1.4L Ac,2015,60500 km,Quito | ,Pichincha,u$s12.000
Chevrolet,Sail Sedán,1.4L Std,2019,38574 km,Quito | ,Pichincha,u$s12.800
Chevrolet,Tahoe,5.3L Premier LT,2010,140000 km,Quito | ,Pichincha,u$s29.900
Chevrolet,Grand Vitara,SZ 2.0L 4x2,2015,136740 km,Quito | ,Pichincha,u$s16.000
Hyundai,i10,1.1,2009,233194 km,Guayaquil | ,Guayas,u$s8.500
Hyundai,Accent,1.4L Ac,2011,180000 km, Santa Elena | ,Santa Elena,u$s8.500
Nissan,1200,4x2 cab.sen,1994,256000 km, Milagro | ,Guayas,u$s2.000
Nissan,Versa,1.6L Sense,2012,119000 km,Manta | ,Manabí,u$s12.000
Nissan,Sentra,Ex Saloon,1994,378072 km,Pedro Moncayo | ,Pichincha,u$s4.400
Volkswagen,Golf,1.6L,2003,177000 km,Quito | ,Pichincha,u$s9.500
Renault,Logan,1.6L Dynamique,2013,92000 km,Guayaquil | ,Guayas,u$s10.800
